tournament,stage,date,home_team,away_team,home_score,away_score,venue,winner,home_elo,away_elo,home_elo_after,away_elo_after,elo_diff
2006--germany,Group C,,Sat Jun/10    Argentina,Côte d'Ivoire,2,1,"AOL Arena, Hamburg",Sat Jun/10    Argentina,1500.0,1500.0,1517.14,1482.86,0.0
2006--germany,Group C,,Sun Jun/11    Serbia and Montenegro,Netherlands,0,1,"Zentralstadion, Leipzig",Netherlands,1500.0,1621.92,1484.08,1637.84,-121.92
2006--germany,Group C,,Fri Jun/16   Argentina,Serbia and Montenegro,6,0,"Veltins-Arena, Gelsenkirchen",Fri Jun/16   Argentina,1500.0,1500.0,1536.43,1463.57,0.0
2006--germany,Group C,,Fri Jun/16   Netherlands,Côte d'Ivoire,2,1,"Gottlieb-Daimler-Stadion, Stuttgart",Fri Jun/16   Netherlands,1500.0,1482.86,1516.18,1466.68,17.14
2006--germany,Group C,,Wed Jun/21   Netherlands,Argentina,0,0,"Commerzbank-Arena, Frankfurt",Draw,1500.0,1773.45,1511.34,1762.11,-273.45
2006--germany,Group C,,Wed Jun/21   Côte d'Ivoire,Serbia and Montenegro,3,2,"Allianz Arena, München",Wed Jun/21   Côte d'Ivoire,1500.0,1463.57,1515.12,1448.45,36.43
2006--germany,Group D,,Sun Jun/11     Mexico,Iran,3,1,"Frankenstadion, Nürnberg",Sun Jun/11     Mexico,1500.0,1453.35,1521.86,1431.49,46.65
2006--germany,Group D,,Sun Jun/11     Angola,Portugal,0,1,"RheinEnergieStadion, Köln",Portugal,1500.0,1561.73,1480.67,1581.06,-61.73
2006--germany,Group D,,Fri Jun/16    Mexico,Angola,0,0,"AWD-Arena, Hannover",Draw,1500.0,1500.0,1497.14,1502.86,0.0
2006--germany,Group D,,Sat Jun/17    Portugal,Iran,2,0,"Commerzbank-Arena, Frankfurt",Sat Jun/17    Portugal,1500.0,1431.49,1520.15,1411.34,68.51
2006--germany,Group D,,Wed Jun/21    Portugal,Mexico,2,1,"Veltins-Arena, Gelsenkirchen",Wed Jun/21    Portugal,1500.0,1457.86,1514.82,1443.04,42.14
2006--germany,Group D,,Wed Jun/21    Iran,Angola,1,1,"Zentralstadion, Leipzig",Draw,1500.0,1502.86,1497.3,1505.56,-2.86
2006--germany,Group E,,Mon Jun/12    Italy,Ghana,2,0,"AWD-Arena, Hannover",Mon Jun/12    Italy,1500.0,1467.15,1522.98,1444.17,32.85
2006--germany,Group E,,Mon Jun/12    USA,Czech Republic,0,3,"Veltins-Arena, Gelsenkirchen",Czech Republic,1500.0,1500.0,1460.0,1540.0,0.0
2006--germany,Group E,,Sat Jun/17    Italy,USA,1,1,"Fritz-Walter-Stadion, Kaiserslautern",Draw,1500.0,1478.41,1495.94,1482.47,21.59
2006--germany,Group E,,Sat Jun/17    Czech Republic,Ghana,0,2,"RheinEnergieStadion, Köln",Ghana,1500.0,1444.17,1461.13,1483.04,55.83
2006--germany,Group E,,Thu Jun/22    Czech Republic,Italy,0,2,"AOL Arena, Hamburg",Italy,1500.0,1674.35,1480.3,1694.05,-174.35
2006--germany,Group E,,Thu Jun/22    Ghana,USA,2,1,"Frankenstadion, Nürnberg",Thu Jun/22    Ghana,1500.0,1482.47,1516.16,1466.31,17.53
2006--germany,Group F,,Tue Jun/13    Brazil,Croatia,1,0,"Olympiastadion, Berlin",Tue Jun/13    Brazil,1500.0,1680.38,1527.17,1653.21,-180.38
2006--germany,Group F,,Mon Jun/12    Australia,Japan,3,1,"Fritz-Walter-Stadion, Kaiserslautern",Mon Jun/12    Australia,1500.0,1460.85,1522.47,1438.38,39.15
2006--germany,Group F,,Sun Jun/18    Brazil,Australia,2,0,"Allianz Arena, München",Sun Jun/18    Brazil,1500.0,1473.29,1523.48,1449.81,26.71
2006--germany,Group F,,Sun Jun/18    Japan,Croatia,0,0,"Frankenstadion, Nürnberg",Draw,1500.0,1653.21,1505.77,1647.44,-153.21
2006--germany,Group F,,Thu Jun/22    Japan,Brazil,1,4,"Signal Iduna Park, Dortmund",Brazil,1500.0,1787.26,1485.77,1801.49,-287.26
2006--germany,Group F,,Thu Jun/22    Croatia,Australia,2,2,"Gottlieb-Daimler-Stadion, Stuttgart",Draw,1500.0,1449.81,1494.39,1455.42,50.19
2006--germany,Group G,,Tue Jun/13    France,Switzerland,0,0,"Gottlieb-Daimler-Stadion, Stuttgart",Draw,1500.0,1402.06,1491.96,1410.1,97.94
2006--germany,Group G,,Tue Jun/13    South Korea,Togo,2,1,"Commerzbank-Arena, Frankfurt",Tue Jun/13    South Korea,1500.0,1500.0,1517.14,1482.86,0.0
2006--germany,Group G,,Sun Jun/18    France,South Korea,1,1,"Zentralstadion, Leipzig",Draw,1500.0,1480.19,1496.03,1484.16,19.81
2006--germany,Group G,,Mon Jun/19    Togo,Switzerland,0,2,"Signal Iduna Park, Dortmund",Switzerland,1500.0,1410.1,1458.53,1451.57,89.9
2006--germany,Group G,,Fri Jun/23    Togo,France,0,2,"RheinEnergieStadion, Köln",France,1500.0,1712.94,1483.12,1729.82,-212.94
2006--germany,Group G,,Fri Jun/23    Switzerland,South Korea,2,0,"AWD-Arena, Hannover",Fri Jun/23    Switzerland,1500.0,1484.16,1524.38,1459.78,15.84
2006--germany,Group H,,Wed Jun/14    Spain,Ukraine,4,0,"Zentralstadion, Leipzig",Wed Jun/14    Spain,1500.0,1500.0,1532.14,1467.86,0.0
2006--germany,Group H,,Wed Jun/14    Tunisia,Saudi Arabia,2,2,"Allianz Arena, München",Draw,1500.0,1365.49,1490.28,1375.21,134.51
2006--germany,Group H,,Mon Jun/19    Spain,Tunisia,3,1,"Gottlieb-Daimler-Stadion, Stuttgart",Mon Jun/19    Spain,1500.0,1449.4,1521.55,1427.85,50.6
2006--germany,Group H,,Mon Jun/19    Saudi Arabia,Ukraine,0,4,"AOL Arena, Hamburg",Ukraine,1500.0,1467.86,1453.8,1514.06,32.14
2006--germany,Group H,,Fri Jun/23    Saudi Arabia,Spain,0,1,"Fritz-Walter-Stadion, Kaiserslautern",Spain,1500.0,1533.16,1479.03,1554.13,-33.16
2006--germany,Group H,,Fri Jun/23    Ukraine,Tunisia,1,0,"Olympiastadion, Berlin",Fri Jun/23    Ukraine,1500.0,1427.85,1513.24,1414.61,72.15
2006--germany,Round of 16,,Sat Jun/24    Germany,Sweden,2,0,"Allianz Arena, München",Sat Jun/24    Germany,1500.0,1595.8,1550.9,1544.9,-95.8
2006--germany,Round of 16,,Sat Jun/24    Argentina,Mexico,2,1,"Zentralstadion, Leipzig",Sat Jun/24    Argentina,1500.0,1443.04,1521.05,1421.99,56.96
2006--germany,Round of 16,,Sun Jun/25    England,Ecuador,1,0,"Gottlieb-Daimler-Stadion, Stuttgart",Sun Jun/25    England,1500.0,1552.34,1530.2,1522.14,-52.34
2006--germany,Round of 16,,Sun Jun/25    Portugal,Netherlands,1,0,"Frankenstadion, Nürnberg",Sun Jun/25    Portugal,1500.0,1637.84,1537.43,1600.41,-137.84
2006--germany,Round of 16,,Mon Jun/26    Italy,Australia,1,0,"Fritz-Walter-Stadion, Kaiserslautern",Mon Jun/26    Italy,1500.0,1455.42,1522.03,1433.39,44.58
2006--germany,Round of 16,,Mon Jun/26    Switzerland,Ukraine,0,3,"RheinEnergieStadion, Köln",Ukraine,1500.0,1514.06,1442.09,1571.97,-14.06
2006--germany,Round of 16,,Tue Jun/27    Brazil,Ghana,3,0,"Signal Iduna Park, Dortmund",Tue Jun/27    Brazil,1500.0,1483.04,1542.51,1440.53,16.96
2006--germany,Round of 16,,Tue Jun/27    Spain,France,1,3,"AWD-Arena, Hannover",France,1500.0,1729.82,1476.41,1753.41,-229.82
2006--germany,Round of 16,,Fri Jun/30    Germany,Argentina,4,2,"Olympiastadion, Berlin",Fri Jun/30    Germany,1500.0,1762.11,1569.5,1692.61,-262.11
2006--germany,Round of 16,,Fri Jun/30    Italy,Ukraine,3,0,"AOL Arena, Hamburg",Fri Jun/30    Italy,1500.0,1571.97,1555.82,1516.15,-71.97
2006--germany,Round of 16,,Sat Jul/1     England,Portugal,1,3,"Veltins-Arena, Gelsenkirchen",Portugal,1500.0,1581.06,1459.01,1622.05,-81.06
2006--germany,Round of 16,,Sat Jul/1     Brazil,France,0,1,"Commerzbank-Arena, Frankfurt",France,1500.0,1753.41,1485.8,1767.61,-253.41
2006--germany,Round of 16,,Tue Jul/4    Germany,Italy,0,2,"Signal Iduna Park, Dortmund",Italy,1500.0,1694.05,1472.66,1721.39,-194.05
2006--germany,Round of 16,,Wed Jul/5    Portugal,France,0,1,"Allianz Arena, München",France,1500.0,1767.61,1486.67,1780.94,-267.61
2006--germany,Third-place play-off,,Sat Jul/8    Germany,Portugal,3,1,"Gottlieb-Daimler-Stadion, Stuttgart",Sat Jul/8    Germany,1500.0,1622.05,1536.13,1585.92,-122.05
2006--germany,Final,,Sun Jul/9    Italy,France,5,3,"Olympiastadion, Berlin",Sun Jul/9    Italy,1500.0,1780.94,1571.17,1709.77,-280.94
2010--south-africa,Group A,,Fri Jun/11 16:00    South Africa,Mexico,1,1,"Soccer City, Johannesburg",Draw,1500.0,1421.99,1492.95,1429.04,78.01
2010--south-africa,Group A,,Fri Jun/11 20:30    Uruguay,France,0,0,"Cape Town Stadium, Cape Town",Draw,1500.0,1709.77,1508.6,1701.17,-209.77
2010--south-africa,Group A,,Wed Jun/16 20:30    South Africa,Uruguay,0,3,"Loftus Versfeld Stadium, Pretoria",Uruguay,1500.0,1461.36,1456.26,1505.1,38.64
2010--south-africa,Group A,,Thu Jun/17 20:30    France,Mexico,0,2,"Peter Mokaba Stadium, Polokwane",Mexico,1500.0,1429.04,1459.96,1469.08,70.96
2010--south-africa,Group A,,Tue Jun/22 16:00    Mexico,Uruguay,0,1,"Royal Bafokeng Stadium, Rustenburg",Uruguay,1500.0,1505.1,1477.43,1527.67,-5.1
2010--south-africa,Group A,,Tue Jun/22 16:00    France,South Africa,1,2,"Free State Stadium, Bloemfontein",South Africa,1500.0,1481.09,1476.08,1505.01,18.91
2010--south-africa,Group B,,Sat Jun/12 13:30    South Korea,Greece,2,0,"Nelson Mandela Bay Stadium, Port Elizabeth",Sat Jun/12 13:30    South Korea,1500.0,1401.35,1517.89,1383.46,98.65
2010--south-africa,Group B,,Sat Jun/12 16:00    Argentina,Nigeria,1,0,"Ellis Park Stadium, Johannesburg",Sat Jun/12 16:00    Argentina,1500.0,1450.61,1514.43,1436.18,49.39
2010--south-africa,Group B,,Thu Jun/17 13:30    Argentina,South Korea,4,1,"Soccer City, Johannesburg",Thu Jun/17 13:30    Argentina,1500.0,1459.78,1526.11,1433.67,40.22
2010--south-africa,Group B,,Thu Jun/17 16:00    Greece,Nigeria,2,1,"Free State Stadium, Bloemfontein",Thu Jun/17 16:00    Greece,1500.0,1436.18,1513.67,1422.51,63.82
2010--south-africa,Group B,,Tue Jun/22 20:30    Nigeria,South Korea,2,2,"Moses Mabhida Stadium, Durban",Draw,1500.0,1433.67,1493.54,1440.13,66.33
2010--south-africa,Group B,,Tue Jun/22 20:30    Greece,Argentina,0,2,"Peter Mokaba Stadium, Polokwane",Argentina,1500.0,1692.61,1481.67,1710.94,-192.61
2010--south-africa,Group C,,Sat Jun/12 20:30    England,USA,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw,1500.0,1466.31,1495.27,1471.04,33.69
2010--south-africa,Group C,,Sun Jun/13 13:30    Algeria,Slovenia,0,1,"Peter Mokaba Stadium, Polokwane",Slovenia,1500.0,1430.78,1473.39,1457.39,69.22
2010--south-africa,Group C,,Fri Jun/18 16:00    Slovenia,USA,2,2,"Ellis Park Stadium, Johannesburg",Draw,1500.0,1471.04,1495.53,1475.51,28.96
2010--south-africa,Group C,,Fri Jun/18 20:30    England,Algeria,0,0,"Cape Town Stadium, Cape Town",Draw,1500.0,1466.12,1495.26,1470.86,33.88
2010--south-africa,Group C,,Wed Jun/23 16:00    USA,Algeria,1,0,"Loftus Versfeld Stadium, Pretoria",Wed Jun/23 16:00    USA,1500.0,1470.86,1515.52,1455.34,29.14
2010--south-africa,Group C,,Wed Jun/23 16:00    Slovenia,England,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",England,1500.0,1685.96,1487.45,1698.51,-185.96
2010--south-africa,Group D,,Sun Jun/13 16:00    Serbia,Ghana,0,1,"Loftus Versfeld Stadium, Pretoria",Ghana,1500.0,1440.53,1473.9,1466.63,59.47
2010--south-africa,Group D,,Sun Jun/13 20:30    Germany,Australia,4,0,"Moses Mabhida Stadium, Durban",Sun Jun/13 20:30    Germany,1500.0,1433.39,1525.37,1408.02,66.61
2010--south-africa,Group D,,Fri Jun/18 13:30    Germany,Serbia,0,1,"Nelson Mandela Bay Stadium, Port Elizabeth",Serbia,1500.0,1466.88,1475.3,1491.58,33.12
2010--south-africa,Group D,,Sat Jun/19 16:00    Ghana,Australia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw,1500.0,1408.02,1492.25,1415.77,91.98
2010--south-africa,Group D,,Wed Jun/23 20:30    Australia,Serbia,2,1,"Mbombela Stadium, Nelspruit",Wed Jun/23 20:30    Australia,1500.0,1491.58,1516.67,1474.91,8.42
2010--south-africa,Group D,,Wed Jun/23 20:30    Ghana,Germany,0,1,"Soccer City, Johannesburg",Germany,1500.0,1635.72,1484.84,1650.88,-135.72
2010--south-africa,Group E,,Mon Jun/14 13:30   Netherlands,Denmark,2,0,"Soccer City, Johannesburg",Mon Jun/14 13:30   Netherlands,1500.0,1525.5,1527.89,1497.61,-25.5
2010--south-africa,Group E,,Mon Jun/14 16:00   Japan,Cameroon,1,0,"Free State Stadium, Bloemfontein",Mon Jun/14 16:00   Japan,1500.0,1469.73,1515.46,1454.27,30.27
2010--south-africa,Group E,,Sat Jun/19 13:30   Netherlands,Japan,1,0,"Moses Mabhida Stadium, Durban",Sat Jun/19 13:30   Netherlands,1500.0,1438.38,1513.79,1424.59,61.62
2010--south-africa,Group E,,Sat Jun/19 20:30   Cameroon,Denmark,1,2,"Loftus Versfeld Stadium, Pretoria",Denmark,1500.0,1497.61,1477.01,1520.6,2.39
2010--south-africa,Group E,,Thu Jun/24 20:30   Denmark,Japan,1,3,"Royal Bafokeng Stadium, Rustenburg",Japan,1500.0,1424.59,1459.62,1464.97,75.41
2010--south-africa,Group E,,Thu Jun/24 20:30   Cameroon,Netherlands,1,2,"Cape Town Stadium, Cape Town",Netherlands,1500.0,1600.41,1482.88,1617.53,-100.41
2010--south-africa,Group F,,Mon Jun/14 20:30   Italy,Paraguay,1,1,"Cape Town Stadium, Cape Town",Draw,1500.0,1452.79,1494.55,1458.24,47.21
2010--south-africa,Group F,,Tue Jun/15 13:30   New Zealand,Slovakia,1,1,"Royal Bafokeng Stadium, Rustenburg",Draw,1500.0,1500.0,1497.14,1502.86,0.0
2010--south-africa,Group F,,Sun Jun/20 13:30   Slovakia,Paraguay,0,2,"Free State Stadium, Bloemfontein",Paraguay,1500.0,1458.24,1462.26,1495.98,41.76
2010--south-africa,Group F,,Sun Jun/20 16:00   Italy,New Zealand,1,1,"Mbombela Stadium, Nelspruit",Draw,1500.0,1438.71,1493.8,1444.91,61.29
2010--south-africa,Group F,,Thu Jun/24 16:00   Slovakia,Italy,3,2,"Ellis Park Stadium, Johannesburg",Thu Jun/24 16:00   Slovakia,1500.0,1721.39,1529.14,1692.25,-221.39
2010--south-africa,Group F,,Thu Jun/24 16:00   Paraguay,New Zealand,0,0,"Peter Mokaba Stadium, Polokwane",Draw,1500.0,1444.91,1494.13,1450.78,55.09
2010--south-africa,Group G,,Tue Jun/15 16:00   Côte d'Ivoire,Portugal,0,0,"Nelson Mandela Bay Stadium, Port Elizabeth",Draw,1500.0,1585.92,1502.06,1583.86,-85.92
2010--south-africa,Group G,,Tue Jun/15 20:30   Brazil,North Korea,2,1,"Ellis Park Stadium, Johannesburg",Tue Jun/15 20:30   Brazil,1500.0,1475.08,1515.75,1459.33,24.92
2010--south-africa,Group G,,Sun Jun/20 20:30   Brazil,Côte d'Ivoire,3,1,"Soccer City, Johannesburg",Sun Jun/20 20:30   Brazil,1500.0,1466.68,1522.94,1443.74,33.32
2010--south-africa,Group G,,Mon Jun/21 13:30   Portugal,North Korea,7,0,"Cape Town Stadium, Cape Town",Mon Jun/21 13:30   Portugal,1500.0,1459.33,1533.52,1425.81,40.67
2010--south-africa,Group G,,Fri Jun/25 16:00   Portugal,Brazil,0,0,"Moses Mabhida Stadium, Durban",Draw,1500.0,1801.49,1512.39,1789.1,-301.49
2010--south-africa,Group G,,Fri Jun/25 16:00   North Korea,Côte d'Ivoire,0,3,"Mbombela Stadium, Nelspruit",Côte d'Ivoire,1500.0,1443.74,1454.62,1489.12,56.26
2010--south-africa,Group H,,Wed Jun/16 13:30   Honduras,Chile,0,1,"Mbombela Stadium, Nelspruit",Chile,1500.0,1460.25,1474.95,1485.3,39.75
2010--south-africa,Group H,,Wed Jun/16 16:00   Spain,Switzerland,0,1,"Moses Mabhida Stadium, Durban",Switzerland,1500.0,1451.57,1474.48,1477.09,48.43
2010--south-africa,Group H,,Mon Jun/21 16:00   Chile,Switzerland,1,0,"Nelson Mandela Bay Stadium, Port Elizabeth",Mon Jun/21 16:00   Chile,1500.0,1477.09,1515.86,1461.23,22.91
2010--south-africa,Group H,,Mon Jun/21 20:30   Spain,Honduras,2,0,"Ellis Park Stadium, Johannesburg",Mon Jun/21 20:30   Spain,1500.0,1474.89,1523.61,1451.28,25.11
2010--south-africa,Group H,,Fri Jun/25 20:30   Chile,Spain,1,2,"Loftus Versfeld Stadium, Pretoria",Spain,1500.0,1554.13,1480.24,1573.89,-54.13
2010--south-africa,Group H,,Fri Jun/25 20:30   Switzerland,Honduras,0,0,"Free State Stadium, Bloemfontein",Draw,1500.0,1451.28,1494.47,1456.81,48.72
2010--south-africa,Round of 16,,Sat Jun/26 16:00   Uruguay,South Korea,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",Sat Jun/26 16:00   Uruguay,1500.0,1440.13,1520.82,1419.31,59.87
2010--south-africa,Round of 16,,Sat Jun/26 20:30   USA,Ghana,1,2,"Royal Bafokeng Stadium, Rustenburg",Ghana,1500.0,1466.63,1462.94,1503.69,33.37
2010--south-africa,Round of 16,,Sun Jun/27 16:00   Germany,England,4,1,"Free State Stadium, Bloemfontein",Sun Jun/27 16:00   Germany,1500.0,1698.51,1573.67,1624.84,-198.51
2010--south-africa,Round of 16,,Sun Jun/27 20:30   Argentina,Mexico,3,1,"Soccer City, Johannesburg",Sun Jun/27 20:30   Argentina,1500.0,1469.08,1534.7,1434.38,30.92
2010--south-africa,Round of 16,,Mon Jun/28 16:00   Netherlands,Slovakia,2,1,"Moses Mabhida Stadium, Durban",Mon Jun/28 16:00   Netherlands,1500.0,1502.86,1525.95,1476.91,-2.86
2010--south-africa,Round of 16,,Mon Jun/28 20:30   Brazil,Chile,3,0,"Ellis Park Stadium, Johannesburg",Mon Jun/28 20:30   Brazil,1500.0,1485.3,1542.83,1442.47,14.7
2010--south-africa,Round of 16,,Tue Jun/29 16:00   Paraguay,Japan,5,3,"Loftus Versfeld Stadium, Pretoria",Tue Jun/29 16:00   Paraguay,1500.0,1464.97,1534.2,1430.77,35.03
2010--south-africa,Round of 16,,Tue Jun/29 20:30   Spain,Portugal,1,0,"Cape Town Stadium, Cape Town",Tue Jun/29 20:30   Spain,1500.0,1583.86,1532.91,1550.95,-83.86
2010--south-africa,Round of 16,,Fri Jul/2 16:00   Netherlands,Brazil,2,1,"Nelson Mandela Bay Stadium, Port Elizabeth",Fri Jul/2 16:00   Netherlands,1500.0,1789.1,1547.9,1741.2,-289.1
2010--south-africa,Round of 16,,Fri Jul/2 20:30   Uruguay,Ghana,4,2,"Soccer City, Johannesburg",Fri Jul/2 20:30   Uruguay,1500.0,1503.69,1539.04,1464.65,-3.69
2010--south-africa,Round of 16,,Sat Jul/3 16:00   Argentina,Germany,0,4,"Cape Town Stadium, Cape Town",Germany,1500.0,1650.88,1459.64,1691.24,-150.88
2010--south-africa,Round of 16,,Sat Jul/3 20:30   Paraguay,Spain,0,1,"Ellis Park Stadium, Johannesburg",Spain,1500.0,1573.89,1472.06,1601.83,-73.89
2010--south-africa,Round of 16,,Tue Jul/6 20:30   Uruguay,Netherlands,2,3,"Cape Town Stadium, Cape Town",Netherlands,1500.0,1617.53,1475.76,1641.77,-117.53
2010--south-africa,Round of 16,,Wed Jul/7 20:30   Germany,Spain,0,1,"Moses Mabhida Stadium, Durban",Spain,1500.0,1601.83,1474.44,1627.39,-101.83
2010--south-africa,Third-place play-off,,Sat Jul/10 20:30  Uruguay,Germany,2,3,"Nelson Mandela Bay Stadium, Port Elizabeth",Germany,1500.0,1691.24,1487.71,1703.53,-191.24
2010--south-africa,Final,,Sun Jul/11 20:30  Netherlands,Spain,0,1,"Soccer City, Johannesburg",Spain,1500.0,1627.39,1476.57,1650.82,-127.39
2014--brazil,,,Brazil v Croatia,),3,1,"Arena de São Paulo, São Paulo (UTC-3)",Brazil v Croatia,1500.0,1500.0,1525.71,1474.29,0.0
2014--brazil,,,Mexico v Cameroon,),1,0,"Estádio das Dunas, Natal (UTC-3)",Mexico v Cameroon,1500.0,1474.29,1515.71,1458.58,25.71
2014--brazil,,,Spain v Netherlands,),1,5,"Arena Fonte Nova, Salvador (UTC-3)",),1500.0,1458.58,1452.85,1505.73,41.42
2014--brazil,,,Chile v Australia,),3,1,"Arena Pantanal, Cuiabá (UTC-4)",Chile v Australia,1500.0,1505.73,1526.2,1479.53,-5.73
2014--brazil,,,Uruguay,Costa Rica,1,3,"Estádio Castelão, Fortaleza (UTC-3)",Costa Rica,1527.67,1423.14,1485.14,1465.67,104.53
2014--brazil,,,England,Italy,1,2,"Arena Amazônia, Manaus (UTC-4)",Italy,1624.84,1692.25,1605.84,1711.25,-67.41
2014--brazil,,,Uruguay,England,2,1,"Arena de São Paulo, São Paulo (UTC-3)",Uruguay,1485.14,1605.84,1509.15,1581.83,-120.7
2014--brazil,,,Italy,Costa Rica,0,1,"Arena Pernambuco, Recife (UTC-3)",Costa Rica,1711.25,1465.67,1677.42,1499.5,245.58
2014--brazil,,,Italy,Uruguay,0,1,"Estádio das Dunas, Natal (UTC-3)",Uruguay,1677.42,1509.15,1646.28,1540.29,168.27
2014--brazil,,,Costa Rica,England,0,0,"Estádio Mineirão, Belo Horizonte (UTC-3)",Draw,1499.5,1581.83,1501.36,1579.97,-82.33
2014--brazil,,,Switzerland,Ecuador,2,1,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)",Switzerland,1461.23,1522.14,1481.86,1501.51,-60.91
2014--brazil,,,France,Honduras,3,0,"Estádio Beira-Rio, Porto Alegre (UTC-3)",France,1701.17,1456.81,1712.03,1445.95,244.36
2014--brazil,,,Switzerland,France,2,5,"Arena Fonte Nova, Salvador (UTC-3)",France,1481.86,1712.03,1463.54,1730.35,-230.17
2014--brazil,,,Honduras,Ecuador,1,2,"Arena da Baixada, Curitiba (UTC-3)",Ecuador,1445.95,1501.51,1426.27,1521.19,-55.56
2014--brazil,,,Honduras,Switzerland,0,3,"Arena Amazônia, Manaus (UTC-4)",Switzerland,1426.27,1463.54,1389.99,1499.82,-37.27
2014--brazil,,,Ecuador,France,0,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Draw,1521.19,1730.35,1529.76,1721.78,-209.16
2014--brazil,,,Argentina,Bosnia-Herzegovina,2,1,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Argentina,1710.94,1500.0,1718.22,1492.72,210.94
2014--brazil,,,Iran,Nigeria,0,0,"Arena da Baixada, Curitiba (UTC-3)",Draw,1411.34,1422.51,1409.11,1424.74,-11.17
2014--brazil,,,Argentina,Iran,1,0,"Estádio Mineirão, Belo Horizonte (UTC-3)",Argentina,1718.22,1409.11,1722.71,1404.62,309.11
2014--brazil,,,Nigeria,Bosnia-Herzegovina,1,0,"Arena Pantanal, Cuiabá (UTC-4)",Nigeria,1424.74,1492.72,1445.77,1471.69,-67.98
2014--brazil,,,Nigeria,Argentina,2,3,"Estádio Beira-Rio, Porto Alegre (UTC-3)",Argentina,1445.77,1722.71,1437.25,1731.23,-276.94
2014--brazil,,,Bosnia-Herzegovina,Iran,3,1,"Arena Fonte Nova, Salvador (UTC-3)",Bosnia-Herzegovina,1471.69,1404.62,1491.95,1384.36,67.07
2014--brazil,,,Germany,Portugal,4,0,"Arena Fonte Nova, Salvador (UTC-3)",Germany,1703.53,1550.95,1721.35,1533.13,152.58
2014--brazil,,,Ghana,USA,1,2,"Estádio das Dunas, Natal (UTC-3)",USA,1464.65,1475.51,1442.41,1497.75,-10.86
2014--brazil,,,Germany,Ghana,2,2,"Estádio Castelão, Fortaleza (UTC-3)",Draw,1721.35,1442.41,1706.58,1457.18,278.94
2014--brazil,,,USA,Portugal,2,2,"Arena Amazônia, Manaus (UTC-4)",Draw,1497.75,1533.13,1496.91,1533.97,-35.38
2014--brazil,,,USA,Germany,0,1,"Arena Pernambuco, Recife (UTC-3)",Germany,1496.91,1706.58,1485.5,1717.99,-209.67
2014--brazil,,,Portugal,Ghana,2,1,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)",Portugal,1533.97,1457.18,1546.98,1444.17,76.79
2014--brazil,,,Belgium,Algeria,2,1,"Estádio Mineirão, Belo Horizonte (UTC-3)",Belgium,1473.92,1455.34,1490.02,1439.24,18.58
2014--brazil,,,Russia,South Korea,1,1,"Arena Pantanal, Cuiabá (UTC-4)",Draw,1489.73,1419.31,1483.06,1425.98,70.42
2014--brazil,,,Belgium,Russia,1,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)",Belgium,1490.02,1483.06,1506.77,1466.31,6.96
2014--brazil,,,South Korea,Algeria,2,4,"Estádio Beira-Rio, Porto Alegre (UTC-3)",Algeria,1425.98,1439.24,1392.82,1472.4,-13.26
2014--brazil,,,South Korea,Belgium,0,1,"Arena de São Paulo, São Paulo (UTC-3)",Belgium,1392.82,1506.77,1376.46,1523.13,-113.95
2014--brazil,,,Algeria,Russia,1,1,"Arena da Baixada, Curitiba (UTC-3)",Draw,1472.4,1466.31,1469.2,1469.51,6.09
2014--brazil,Round of 16,,Sat Jun/28 13:00   Brazil,Chile,3,2,"Estádio Mineirão, Belo Horizonte (UTC-3)  # 1A - 2B",Sat Jun/28 13:00   Brazil,1500.0,1442.47,1521.0,1421.47,57.53
2014--brazil,Round of 16,,Sat Jun/28 17:00   Colombia,Uruguay,2,0,"Estádio do Maracanã, Rio de Janeiro (UTC-3)   # 1C - 2D",Sat Jun/28 17:00   Colombia,1500.0,1540.29,1543.74,1496.55,-40.29
2014--brazil,Round of 16,,Sun Jun/29 13:00   Netherlands,Mexico,2,1,"Estádio Castelão, Fortaleza (UTC-3)        # 1B - 2A",Sun Jun/29 13:00   Netherlands,1500.0,1434.38,1520.37,1414.01,65.62
2014--brazil,Round of 16,,Sun Jun/29 17:00   Costa Rica,Greece,5,3,"Arena Pernambuco, Recife (UTC-3)     # 1D - 2C",Sun Jun/29 17:00   Costa Rica,1500.0,1383.46,1524.94,1358.52,116.54
2014--brazil,Round of 16,,Mon Jun/30 13:00   France,Nigeria,2,0,"Estádio Nacional Mané Garrincha, Brasília (UTC-3)     # 1E - 2F",Mon Jun/30 13:00   France,1500.0,1437.25,1530.89,1406.36,62.75
2014--brazil,Round of 16,,Mon Jun/30 17:00   Germany,Algeria,2,1,"Estádio Beira-Rio, Porto Alegre (UTC-3)    # 1G - 2H",Mon Jun/30 17:00   Germany,1500.0,1469.2,1523.15,1446.05,30.8
2014--brazil,Round of 16,,Tue Jul/1 13:00    Argentina,Switzerland,1,0,"Arena de São Paulo, São Paulo    # 1F - 2E",Tue Jul/1 13:00    Argentina,1500.0,1499.82,1525.7,1474.12,0.18
